predicted_probability,predicted_binary
1.0,1.0
0.9285714285714286,1.0
1.0,1.0
0.0,0.0
0.9,1.0
0.1,0.0
0.2,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.1,0.0
0.6,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.8583333333333332,1.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.08571428571428572,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.9875,1.0
0.0,0.0
0.5291666666666667,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.6,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.7,1.0
0.0,0.0
0.3,0.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
0.0,0.0
0.2,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.1,0.0
0.9411764705882353,1.0
0.0,0.0
0.0,0.0
0.15,0.0
1.0,1.0
1.0,1.0
0.8,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.9285714285714286,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9285714285714286,1.0
0.15806451612903225,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.041176470588235294,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.4,0.0
1.0,1.0
0.8857142857142858,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.8666666666666668,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8857142857142858,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.4,0.0
1.0,1.0
1.0,1.0
0.9,1.0
1.0,1.0
1.0,1.0
0.9,1.0
0.8,1.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.025,0.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9875,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.9875,1.0
0.05806451612903226,0.0
0.9,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.2,0.0
1.0,1.0
0.6,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.6857142857142857,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.8,1.0
0.6,1.0
0.9,1.0
0.02857142857142857,0.0
0.0,0.0
0.6583333333333333,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9411764705882353,1.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8333333333333333,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
1.0,1.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.5857142857142857,1.0
0.7,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.25806451612903225,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9580645161290322,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9285714285714286,1.0
0.0,0.0
0.9,1.0
0.0,0.0
0.26666666666666666,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.2,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9875,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.16666666666666666,0.0
0.9,1.0
0.924731182795699,1.0
0.075,0.0
1.0,1.0
0.0,0.0
0.9625,1.0
0.0,0.0
1.0,1.0
0.02857142857142857,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.1,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.2,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.8,1.0
1.0,1.0
1.0,1.0
0.9,1.0
0.38571428571428573,0.0
1.0,1.0
0.0,0.0
0.6,1.0
0.0,0.0
0.0,0.0
0.08571428571428572,0.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.9285714285714286,1.0
1.0,1.0
0.0,0.0
0.9,1.0
1.0,1.0
0.2,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.26666666666666666,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1411764705882353,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.5857142857142857,1.0
0.9411764705882353,1.0
0.9,1.0
1.0,1.0
0.36666666666666664,0.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.0
1.0,1.0
0.7,1.0
0.6,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
1.0,1.0
0.9875,1.0
0.3,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9411764705882353,1.0
0.8411764705882353,1.0
1.0,1.0
1.0,1.0
0.12857142857142856,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.15,0.0
0.0,0.0
1.0,1.0
0.7,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.05806451612903226,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9285714285714286,1.0
0.2,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.08571428571428572,0.0
1.0,1.0
0.0,0.0
0.041176470588235294,0.0
1.0,1.0
0.02857142857142857,0.0
1.0,1.0
0.8,1.0
0.15806451612903225,0.0
0.15806451612903225,0.0
0.8,1.0
0.8,1.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
0.3,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.11666666666666667,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.38571428571428573,0.0
1.0,1.0
1.0,1.0
0.12857142857142856,0.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9411764705882353,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.16666666666666666,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
0.0,0.0
0.15806451612903225,0.0
0.0,0.0
0.0,0.0
0.8166666666666668,1.0
1.0,1.0
0.0,0.0
0.9875,1.0
0.0,0.0
1.0,1.0
0.08571428571428572,0.0
1.0,1.0
0.0,0.0
0.9,1.0
0.05,0.0
0.1,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
1.0,1.0
0.1,0.0
0.0,0.0
0.9411764705882353,1.0
0.2857142857142857,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.6666666666666667,1.0
0.1,0.0
1.0,1.0
0.9411764705882353,1.0
0.16666666666666666,0.0
0.9,1.0
0.0,0.0
0.25,0.0
0.9,1.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
