visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_range,IR_norm_range,class
83.6134,97.5872,90.5928,1.1792,3.0208,0.2788,1.4584,-100.4897,-78.4757,-90.8596,-1.2772606000957683,0.84219904,12.383899999999997,-0.1232355156797164,1.0
3.4251,68.5646,14.4395,4.8667,59.4083,0.1589,2.4931,27.4961,42.1752,38.1821,-1.8394802054394668,9.439978870000001,3.9930999999999983,0.14522423180014615,1.0
6.4348,115.6457,39.2406,8.4083,172.0917,0.0879,2.9989,-5.0714,36.971,21.8612,-2.4315554742910055,15.12686043,15.109799999999996,-2.9794139685293994,1.0
1.0,59.0,7.1445,0.0215,116.2792,0.1976,2.3938,222.0,249.0,244.4258,-1.6215104936683695,22.97676992,4.5741999999999905,0.02060450450450446,0.0
5.0,78.0,23.0586,0.0269,88.0542,0.0683,2.8978,214.0,245.0,237.0625,-2.6838455124053926,6.014101859999999,7.9375,0.0370911214953271,0.0
5.3599,58.0305,9.0213,1.8292,20.6375,0.4672,1.4169,16.1779,34.4283,32.3723,-0.7609978474681197,9.64184,2.0559999999999974,0.1270869519529727,1.0
4.0,102.0,33.6484,0.0746,647.6917,0.0286,3.736,200.0,250.0,232.5352,-3.55434856115633,18.523982619999998,17.464799999999997,0.08732399999999998,0.0
7.0,170.0,65.0078,0.1001,1111.0167,0.0205,4.0335,167.0,239.0,210.7578,-3.8873303928377747,22.775842349999998,28.242199999999997,0.16911497005988022,0.0
5.0,116.0,17.6602,0.0332,263.2917,0.1148,2.812,176.0,238.0,230.2891,-2.164563795096671,30.22588716,7.710900000000009,0.043811931818181875,0.0
6.0,189.0,65.3516,0.0848,797.3792,0.0241,3.8927,150.0,236.0,199.9023,-3.725543438485528,19.21683872,36.0977,0.24065133333333336,0.0
3.0,98.0,12.8633,0.033,231.3375,0.1003,2.8913,191.0,247.0,234.8867,-2.2995895840142473,23.20315125,12.11330000000001,0.06342041884816758,0.0
6.8648,78.0239,38.5545,8.1792,114.3625,0.0574,3.0516,-79.33,34.215,-28.3077,-2.8577109756566164,6.5644075,62.5227,-0.7881343753939242,1.0
8.5846,138.2189,57.9188,10.1167,170.1583,0.0467,3.2234,-44.8302,32.7164,-0.273,-3.0640111143072857,7.946392609999999,32.9894,-0.7358744774727751,1.0
8.7996,91.5677,54.6353,5.9625,62.2625,0.0797,2.7326,-0.4426,32.5014,10.651,-2.529485693185968,4.96232125,21.850399999999997,-49.36827835517396,1.0
13.0,168.0,77.4258,0.0474,253.6792,0.0395,3.4025,55.0,217.0,146.25,-3.2314546070750607,10.0203284,70.75,1.2863636363636364,0.0
20.0,250.0,130.4609,0.1224,1437.5668,0.0176,4.1617,164.0,236.0,184.6328,-4.0398563769380305,25.301175680000004,51.3672,0.31321463414634143,0.0
6.6498,108.9813,39.8402,8.6792,122.7042,0.051,3.1026,-72.6526,33.3599,-15.9083,-2.9759296462578115,6.257914199999999,49.26820000000001,-0.6781340241092542,1.0
6.0048,131.3394,31.7372,7.8125,155.2458,0.0867,2.9327,-3.2572,37.6021,26.8493,-2.445301395195641,13.45981086,10.7528,-3.301240329117033,1.0
3.64,109.1963,15.4573,4.1583,86.0417,0.3797,1.8606,-21.1547,41.3507,33.856,-0.9683738117443804,32.67003349,7.494700000000002,-0.35428060903723535,1.0
41.9069,119.7304,77.719,6.5292,70.9875,0.0669,2.8488,-18.0396,5.9,-6.013,-2.7045563118479543,4.7490637499999995,11.913,-0.6603804962416018,1.0
55.4507,90.7078,73.9854,2.7583,13.275,0.1396,2.107,-104.671,-83.6927,-97.5462,-1.968974088653865,1.8531900000000001,13.853499999999997,-0.1323528006802266,1.0
2.0,88.0,10.9102,0.027,130.075,0.0887,2.8226,214.0,252.0,244.0508,-2.422495389666603,11.537652499999998,7.9491999999999905,0.03714579439252332,0.0
18.9038,151.7627,64.9922,7.8917,111.2,0.0612,2.9927,-23.4573,24.6132,-3.4966,-2.7936080894638566,6.80544,28.1098,-1.1983391097867189,1.0
31.3727,111.1311,60.7195,4.4875,34.0625,0.0947,2.5097,-77.2051,-25.4989,-46.7933,-2.3570412787901045,3.2257187500000004,21.294400000000003,-0.2758159758876033,1.0
4.285,81.0336,28.976,8.6833,134.2083,0.055,3.1194,18.2624,41.5571,32.323,-2.900422093749666,7.3814565000000005,9.234099999999998,0.5056345277729104,1.0
6.0048,128.3297,33.4705,7.75,120.8667,0.0672,3.0057,-29.0595,37.6021,21.1386,-2.700082031453033,8.122242239999999,16.4635,-0.5665445035186428,1.0
12.0,158.0,78.293,0.0853,780.3292,0.0257,3.8475,157.0,233.0,189.5586,-3.661264287080963,20.05446044,43.44139999999999,0.2766968152866241,0.0
16.539,96.2973,56.272,5.4375,49.1958,0.0803,2.6746,-30.264,17.1071,-17.0709,-2.521985658029421,3.9504227399999996,34.178,-1.1293285752048638,1.0
8.0,169.0,51.7969,0.0923,926.5541,0.0231,3.9487,178.0,239.0,217.2109,-3.767922661454389,21.40339971,21.78909999999999,0.12241067415730332,0.0
3.2101,46.4215,7.1973,2.1667,24.4167,0.4067,1.5852,27.7162,42.1752,39.9815,-0.8996794660689582,9.93027189,2.1936999999999998,0.07914865674226625,1.0
3.855,94.1475,8.7098,2.1667,34.85,0.4208,1.5172,21.2357,41.9693,39.6528,-0.865597617558637,14.66488,2.316499999999998,0.1090851726102741,1.0
6.0,136.0,31.125,0.046,284.6208,0.045,3.3841,188.0,247.0,232.8906,-3.101092789211817,12.807935999999998,14.109399999999994,0.07504999999999996,0.0
8.0,71.0,17.9258,0.0193,56.8375,0.1029,2.6035,225.0,245.0,239.6133,-2.2739976361421332,5.84857875,5.3866999999999905,0.023940888888888845,0.0
3.0,139.0,28.9805,0.0644,591.0958,0.0428,3.5926,186.0,245.0,229.5313,-3.151217176394386,25.298900240000002,15.468700000000013,0.08316505376344092,0.0
8.3696,127.2548,57.5401,12.2583,268.6667,0.0388,3.4385,-8.7556,32.5014,13.1858,-3.249335032352909,10.42426796,19.315599999999996,-2.2060852482982316,1.0
3.64,26.2132,4.699,0.3792,2.7375,0.8051,0.5125,32.2862,41.3507,40.4212,-0.21678878567620194,2.20396125,0.9295000000000044,0.028789389894134473,1.0
10.0,166.0,74.7852,0.0996,1016.4583,0.0216,4.013,155.0,230.0,194.5898,-3.835061964292018,21.95549928,35.4102,0.22845290322580647,0.0
73.9392,107.9064,87.4453,2.1583,9.45,0.1803,1.904,-114.722,-78.9021,-102.2296,-1.7131331487728656,1.7038349999999998,23.3275,-0.20333937692857518,1.0
5.0,187.0,41.5664,0.0793,893.1374,0.0316,3.7545,178.0,250.0,226.4102,-3.4545981583892704,28.22314184,23.589799999999997,0.1325269662921348,0.0
11.0,144.0,57.0117,0.0663,477.6208,0.0294,3.6929,170.0,242.0,212.1836,-3.5267606046375013,14.04205152,29.816399999999987,0.17539058823529405,0.0
6.0,169.0,61.4141,0.0703,636.0584,0.0303,3.7068,155.0,239.0,204.5977,-3.4966075664668135,19.27256952,34.4023,0.22195032258064515,0.0
4.07,138.6488,41.4072,8.9167,186.35,0.1171,2.9193,-10.8958,40.9373,20.6505,-2.1447270083784655,21.821585,20.2868,-1.8618917381009197,1.0
5.1449,70.4995,14.285,4.3208,57.4792,0.1332,2.4373,12.1793,34.0016,29.2082,-2.015903520875848,7.656229440000001,4.793400000000002,0.3935694169615661,1.0
4.715,84.9033,20.1752,8.3167,151.0583,0.0653,3.0892,-3.7737,36.1268,25.7896,-2.7287632426997517,9.86410699,10.337200000000003,-2.739274452129211,1.0
4.5,128.9746,41.0175,12.6542,300.3292,0.0662,3.2782,-10.3583,38.4406,23.7435,-2.7150748160391744,19.881793039999998,14.697100000000002,-1.4188718225963723,1.0
83.3984,107.4764,97.2127,1.8917,6.3,0.1926,1.7661,-112.9784,-77.6272,-95.0346,-1.647139779618112,1.21338,17.407399999999996,-0.15407723954313388,1.0
3.0,15.0,5.125,0.0044,3.9208,0.3175,1.439,239.0,246.0,244.0391,-1.1472774606493907,1.244854,1.9609000000000094,0.00820460251046029,0.0
57.3856,84.0434,69.3474,1.0625,2.2208,0.2974,1.3446,-97.9544,-67.082,-79.2006,-1.2126772449560823,0.66046592,12.1186,-0.12371674983461692,1.0
4.9299,113.9259,53.699,6.0333,70.4,0.0775,2.8008,-0.1888,40.3158,18.3566,-2.557477342622836,5.456,21.959200000000003,-116.30932203389833,1.0
10.0,143.0,70.5547,0.0479,227.1,0.0378,3.3857,178.0,245.0,206.1016,-3.275446176356595,8.58438,38.89840000000001,0.21853033707865174,0.0
79.7437,100.167,90.6398,1.8958,6.3958,0.1887,1.7805,-111.8321,-97.9544,-105.7606,-1.6675968266076324,1.2068874600000001,7.80619999999999,-0.06980285624610456,1.0
4.0,29.0,6.5938,0.0051,9.9917,0.3926,1.3711,233.0,246.0,243.8633,-0.9349639971397764,3.92274142,2.1366999999999905,0.00917038626609438,0.0
9.0146,98.4472,45.9008,8.975,128.1,0.0499,3.1206,-4.0324,32.5014,11.0281,-2.997734276224664,6.392189999999999,21.473299999999995,-5.325190953278443,1.0
8.0,177.0,65.3008,0.0547,321.9291,0.035,3.5185,186.0,243.0,219.4648,-3.3524072174927233,11.267518500000001,23.535200000000003,0.12653333333333336,0.0
65.5549,82.7535,72.7996,0.4625,0.5958,0.4823,0.8485,-103.6105,-77.2051,-93.5216,-0.7291889519072109,0.28735434,16.316500000000005,-0.15747921301412507,1.0
6.0,68.0,12.2148,0.0141,35.825,0.1419,2.327,224.0,246.0,241.9492,-1.95263269481614,5.0835675,4.0508000000000095,0.018083928571428615,0.0
8.0,194.0,89.3789,0.0912,869.4418,0.0243,3.9166,161.0,237.0,194.5469,-3.7172789286356345,21.12743574,42.453100000000006,0.26368385093167707,0.0
8.0,160.0,66.6836,0.0861,814.446,0.0237,3.8993,169.0,246.0,213.7773,-3.7422802308410517,19.3023702,32.2227,0.19066686390532547,0.0
7.0,152.0,29.6172,0.0472,336.2209,0.0535,3.3347,166.0,236.0,222.5391,-2.928073625080176,17.98781815,13.46090000000001,0.08108975903614464,0.0
23.4184,99.7371,74.4842,6.6375,72.1208,0.0683,2.8542,-12.7902,21.9157,-7.0523,-2.6838455124053926,4.92585064,28.968,-2.2648590326969087,1.0
2.0,144.0,39.1797,0.0927,1103.5792,0.0247,3.9382,199.0,254.0,236.0547,-3.7009520353482057,27.258406239999996,17.945300000000003,0.09017738693467338,0.0
51.5811,88.773,71.5055,1.3333,3.3167,0.2493,1.5056,-80.1903,-46.5013,-61.2723,-1.3890982884526248,0.82685331,14.771,-0.18419933582989467,1.0
68.9946,99.3071,88.4891,1.1542,2.6458,0.2751,1.4068,-103.6105,-63.6212,-93.9002,-1.290620611051608,0.7278595800000001,30.278999999999996,-0.2922387209790513,1.0
24.0,182.0,108.0859,0.0566,379.5084,0.0353,3.5302,93.0,222.0,154.707,-3.343872315042886,13.39664652,67.293,0.7235806451612904,0.0
3.0,40.0,8.1445,0.0108,25.8667,0.1886,2.0955,229.0,249.0,243.8945,-1.66812690878278,4.87845962,5.105500000000006,0.02229475982532754,0.0
5.0,80.0,14.2539,0.0187,55.6042,0.1004,2.5926,223.0,245.0,240.5117,-2.298593071724508,5.58266168,4.4883000000000095,0.020126905829596455,0.0
6.0048,66.1998,20.0392,3.6583,29.125,0.1194,2.3716,-13.0626,31.8552,21.6048,-2.1252760780236355,3.477525,10.250399999999999,-0.7847136098479628,1.0
3.855,65.3399,16.0964,3.6417,50.825,0.3105,1.9645,-44.4983,39.0675,23.0608,-1.1695713776086036,15.7811625,16.006700000000002,-0.3597148655117162,1.0
47.9264,104.8966,82.2269,3.9458,29.3625,0.1101,2.3966,-23.1677,-1.7166,-16.6141,-2.206366235253503,3.23281125,14.8975,-0.643028872093475,1.0
7.0,166.0,72.0156,0.1129,1359.3418,0.0212,4.0516,159.0,237.0,196.4023,-3.8537540973041704,28.818046159999998,40.5977,0.2553314465408805,0.0
50.2912,68.9946,64.2087,0.325,0.425,0.5768,0.7174,-106.8235,-91.9673,-102.8785,-0.5502596930113978,0.24514,10.911200000000008,-0.1021423188717839,1.0
82.7535,122.3102,101.1042,3.3625,23.8208,0.1287,2.2625,-110.6983,-79.7594,-97.6064,-2.050271164380056,3.06573696,17.846999999999994,-0.16122198805221033,1.0
3.2101,51.1511,6.7136,1.3958,15.5625,0.5453,1.1764,27.0552,39.276,36.6243,-0.6064191770501212,8.48623125,2.6517000000000053,0.09801073361128379,1.0
5.0,195.0,38.8633,0.0776,757.7209,0.0263,3.8423,182.0,252.0,232.5898,-3.638186339798418,19.92805967,19.410200000000003,0.10664945054945056,0.0
3.2101,58.6755,6.5524,1.7875,21.2458,0.4485,1.4284,25.0593,43.2015,41.021,-0.8018465974832862,9.5287413,2.180500000000002,0.0870136037319479,1.0
7.0,140.0,58.1406,0.0569,325.8417,0.0344,3.5281,193.0,245.0,218.3984,-3.3696987146027846,11.208954480000001,26.60159999999999,0.13783212435233155,0.0
4.285,92.6426,17.1722,5.7792,102.2792,0.1265,2.6367,13.5999,41.3507,35.6576,-2.0675129708145623,12.938318800000001,5.693100000000001,0.4186133721571483,1.0
7.0,189.0,103.625,0.0889,813.8126,0.0233,3.9156,150.0,236.0,178.7422,-3.759301918410482,18.96183358,57.2578,0.3817186666666667,0.0
12.0,122.0,47.6953,0.06,383.6125,0.033,3.5835,176.0,235.0,213.3672,-3.4112477175156566,12.6592125,21.632800000000003,0.12291363636363638,0.0
3.2101,15.2491,4.0641,0.2375,1.0292,0.8277,0.4386,35.4914,40.7304,39.681,-0.18910450909078697,0.8518688399999998,1.0494000000000057,0.02956772626608152,1.0
22.9884,93.2876,66.4509,6.5833,78.7583,0.0705,2.8671,-28.4606,10.5088,-19.6983,-2.652142569163914,5.55246015,30.2071,-1.0613655369177037,1.0
5.0,10.0,5.5469,0.0012,0.4375,0.6089,0.7044,241.0,247.0,244.9453,-0.49610122836760867,0.26639375,2.054699999999997,0.008525726141078825,0.0
14.3891,64.265,43.6695,4.2875,30.9708,0.1009,2.4528,-7.1672,25.9487,3.2421,-2.2936253516225737,3.12495372,22.706599999999998,-3.168127023105257,1.0
4.0,28.0,5.0781,0.0028,2.8625,0.441,1.0934,235.0,247.0,245.2266,-0.818710403535291,1.2623624999999998,1.7734000000000094,0.007546382978723444,0.0
3.0,21.0,5.0078,0.0064,8.0125,0.251,1.7061,238.0,249.0,246.4961,-1.3823023398503531,2.0111375,2.5038999999999874,0.010520588235294065,0.0
7.0,141.0,32.9063,0.067,547.2209,0.0325,3.6859,166.0,237.0,218.8398,-3.4265151896464454,17.78467925,18.160200000000003,0.10939879518072292,0.0
6.0,120.0,23.3164,0.0402,227.4375,0.0563,3.2069,191.0,238.0,227.3477,-2.877060743836492,12.804731250000001,10.652299999999997,0.05577120418848166,0.0
5.1449,20.1937,7.7222,0.8833,3.325,0.4296,1.2329,5.4082,35.2792,29.8162,-0.8449007357874821,1.42842,5.4630000000000045,1.0101327613623765,1.0
6.0,82.0,20.2539,0.0229,78.2833,0.0887,2.7629,205.0,245.0,236.8828,-2.422495389666603,6.94372871,8.117199999999997,0.039596097560975596,0.0
8.0,178.0,65.5117,0.1076,1328.2583,0.0205,4.0551,171.0,239.0,211.9063,-3.8873303928377747,27.22929515,27.093700000000013,0.1584426900584796,0.0
4.07,38.4672,5.2507,0.5458,5.7292,0.7974,0.5381,29.2505,37.6021,35.8333,-0.22639884403488242,4.56846408,1.7687999999999988,0.06047076118356948,1.0
53.7309,133.7042,81.0479,8.3625,130.0958,0.0575,3.0665,-26.6771,-4.2916,-12.9342,-2.855970331178832,7.4805085,8.642600000000002,-0.32397074644545326,1.0
5.1449,79.5287,20.4876,5.4958,59.8208,0.0865,2.6922,10.9876,39.276,30.1124,-2.4476108650443034,5.1744992,9.163600000000002,0.8339946849175436,1.0
8.0,152.0,41.9141,0.0559,383.0833,0.0389,3.5219,158.0,238.0,214.8828,-3.2467610283577364,14.901940369999998,23.117199999999997,0.14631139240506327,0.0
6.2198,92.8576,18.971,5.6625,86.3292,0.1165,2.6535,-11.7051,33.5741,25.8344,-2.1498640059763816,10.057351800000001,7.739700000000003,-0.6612245944075662,1.0
8.0,180.0,97.2383,0.1108,1161.3209,0.0196,4.0717,160.0,236.0,188.5898,-3.9322257127456655,22.76188964,47.4102,0.29631375000000004,0.0
2.0,87.0,17.0938,0.0486,355.2625,0.0544,3.3643,207.0,247.0,238.25,-2.91139112512024,19.326279999999997,8.75,0.042270531400966184,0.0
15.0,159.0,75.3828,0.1005,1087.3751,0.0213,4.0304,157.0,232.0,198.543,-3.8490482062667577,23.16108963,33.456999999999994,0.21310191082802543,0.0
32.4477,89.2029,59.5497,2.9167,15.5417,0.135,2.165,-28.1619,-9.0217,-20.2064,-2.0024805005437076,2.0981295,11.1847,-0.39715715203874735,1.0
76.519,115.8607,95.3139,1.7542,5.7708,0.2022,1.7395,-108.4668,-66.693,-87.9501,-1.598497972395766,1.16685576,21.25710000000001,-0.19597793979355901,1.0
3.0,97.0,25.3086,0.0577,394.6417,0.0348,3.571,209.0,252.0,241.375,-3.3581378922017087,13.73353116,10.625,0.05083732057416268,0.0
6.0,98.0,24.5,0.0446,270.9333,0.049,3.3318,198.0,246.0,234.2578,-3.0159349808715104,13.2757317,11.742199999999997,0.05930404040404039,0.0
5.0,181.0,27.1992,0.0422,274.2542,0.0514,3.2698,166.0,243.0,229.8906,-2.9681171065210177,14.096665880000002,13.109399999999994,0.07897228915662646,0.0
4.0,182.0,38.4727,0.0804,798.5458,0.0261,3.8382,172.0,240.0,224.6289,-3.6458199646534895,20.842045380000002,15.371100000000013,0.08936686046511635,0.0
9.0,151.0,47.8555,0.0857,826.0541,0.0238,3.9113,174.0,246.0,220.4492,-3.738069698304708,19.66008758,25.55080000000001,0.1468436781609196,0.0
4.9299,46.2065,18.2244,3.0,20.8917,0.1461,2.2066,1.5776,33.7879,25.2266,-1.9234639602254833,3.05227737,8.5613,5.426787525354969,1.0
3.0,88.0,14.2539,0.0292,141.65,0.0786,2.9199,210.0,250.0,242.3477,-2.543383579546976,11.133690000000001,7.652299999999997,0.0364395238095238,0.0
7.0,139.0,40.9453,0.0737,613.0292,0.0268,3.7961,188.0,247.0,228.5234,-3.619353391465326,16.429182559999997,18.47659999999999,0.0982797872340425,0.0
3.0,25.0,4.7734,0.0049,7.8792,0.3535,1.4045,237.0,247.0,246.1211,-1.0398717936455097,2.7852972,0.8788999999999874,0.0037084388185653475,0.0
38.4672,98.0172,75.2526,3.375,23.075,0.1275,2.2606,-99.978,-38.9646,-79.284,-2.059638914383656,2.9420625,40.31940000000001,-0.4032827221988839,1.0
8.0,151.0,59.1992,0.0832,721.5791,0.0235,3.8948,158.0,234.0,205.9375,-3.750754857832024,16.95710885,28.0625,0.1776107594936709,0.0
69.2096,109.4113,90.5121,4.925,38.7833,0.0878,2.5671,-13.3353,-4.2916,-9.1918,-2.4326937783410663,3.40517374,4.900200000000001,-0.36746079953206906,1.0
4.07,63.1901,12.9179,4.2333,58.925,0.1823,2.322,19.1819,40.7304,36.6707,-1.7021015972975198,10.742027499999999,4.0597000000000065,0.21164222522273637,1.0
58.4605,88.343,70.067,1.1375,3.7042,0.3155,1.4555,-103.0842,-80.6227,-94.7347,-1.1535965970008693,1.1686751,14.112000000000009,-0.1368977981106708,1.0
4.0,173.0,30.6953,0.0678,651.0917,0.0334,3.6701,183.0,243.0,228.8125,-3.3991993789994823,21.746462779999998,14.1875,0.07752732240437159,0.0
3.64,106.6165,9.0818,1.8458,43.3458,0.6966,0.9011,17.1071,41.5571,38.7511,-0.36154392105023625,30.194684279999997,2.8059999999999974,0.16402546311180724,1.0
7.0,205.0,96.7656,0.0883,890.475,0.0241,3.919,155.0,239.0,189.6523,-3.725543438485528,21.4604475,49.3477,0.31837225806451613,0.0
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672,-1.009777574967619,2.2313375,5.132800000000003,0.023437442922374443,0.0
3.4251,55.4507,11.2266,3.7792,51.3708,0.2307,2.1655,26.1705,43.2015,39.751,-1.4666371138024292,11.85124356,3.4505000000000052,0.13184692688332303,1.0
4.0,139.0,41.207,0.0755,641.1833,0.0262,3.8179,194.0,251.0,232.6094,-3.6419958682150857,16.79900246,18.390600000000006,0.09479690721649488,0.0
22.9884,68.3497,49.7453,3.2,16.7083,0.1346,2.146,-96.4604,-21.7274,-76.0222,-2.0054478617715095,2.24893718,54.294799999999995,-0.5628713959303506,1.0
6.0,99.0,27.8125,0.0497,347.3833,0.0493,3.4062,195.0,245.0,229.6133,-3.009831197933493,17.12599669,15.38669999999999,0.07890615384615379,0.0
3.0,104.0,21.1367,0.0529,365.7626,0.0392,3.502,201.0,252.0,241.2969,-3.23907853218572,14.33789392,10.703100000000006,0.053249253731343316,0.0
4.0,189.0,46.25,0.0591,718.1918,0.1233,3.1235,151.0,239.0,215.3125,-2.0931348688118385,88.55304894,23.6875,0.15687086092715233,0.0
45.9915,85.7632,66.0915,1.2458,4.5875,0.2978,1.4946,-111.2637,-58.0431,-91.7307,-1.2113331587322285,1.3661575000000001,33.687599999999996,-0.3027726023851445,1.0
10.0,184.0,84.5586,0.0981,1073.5375,0.0215,4.0272,151.0,237.0,193.4531,-3.83970234384852,23.081056249999996,43.546899999999994,0.2883900662251655,0.0
21.2686,104.0367,59.7806,5.9083,56.9417,0.0733,2.7582,-23.7475,18.2624,-7.4315,-2.613194670089531,4.17382661,25.6939,-1.0819623118222972,1.0
3.0,37.0,6.1211,0.0112,28.5292,0.1862,2.0815,235.0,253.0,250.4141,-1.6809339141391704,5.31213704,2.5859000000000094,0.011003829787234083,0.0
27.718,76.734,56.9044,3.9917,29.0583,0.1032,2.4506,-91.4921,-5.593,-74.8908,-2.2710864259346746,2.99881656,69.2978,-0.7574184000585843,1.0
7.0,141.0,52.1211,0.0878,828.8542,0.0235,3.9121,186.0,247.0,220.4844,-3.750754857832024,19.4780737,26.515600000000006,0.14255698924731186,0.0
5.0,110.0,17.9219,0.0271,135.6833,0.0961,2.834,191.0,239.0,232.3164,-2.34236596300589,13.03916513,6.683600000000013,0.034992670157068126,0.0
40.187,64.695,54.3725,0.9583,2.1333,0.3212,1.3098,-76.3651,-50.9376,-66.1631,-1.1356912969095305,0.6852159600000001,15.225499999999997,-0.1993777262126285,1.0
7.0,176.0,81.75,0.0976,1012.6793,0.0217,3.999,153.0,238.0,193.0781,-3.830443018435723,21.97514081,44.921899999999994,0.2936071895424836,0.0
79.0988,90.2778,82.625,0.4667,0.7833,0.4988,0.901,-99.4687,-84.1377,-92.7623,-0.6955500651762556,0.39071004000000004,8.624600000000001,-0.08670667255126488,1.0
24.0633,93.2876,61.0487,7.1792,83.5125,0.0617,2.9317,-11.9758,10.0289,-3.4186,-2.785471348070795,5.15272125,13.4475,-1.122889493812522,1.0
6.0048,89.6329,34.0222,4.0875,32.5458,0.1055,2.4485,-23.1677,34.8542,8.9444,-2.249044326066016,3.4335819,25.909799999999997,-1.1183587494658511,1.0
5.1449,20.8386,6.9907,0.6042,2.1042,0.5037,1.0168,1.0746,36.5493,33.3691,-0.6857744262305322,1.05988554,3.1801999999999992,2.959426763446863,1.0
5.1449,89.2029,42.4091,7.3167,98.9917,0.0653,2.9389,1.5776,34.215,16.5574,-2.7287632426997517,6.464158009999999,17.657600000000002,11.19269776876268,1.0
61.9002,74.7991,67.7005,0.3958,0.6125,0.5373,0.8157,-100.4897,-92.4445,-98.0007,-0.6211986812473612,0.32909625000000003,5.55619999999999,-0.05529123880357877,1.0
3.64,15.2491,4.4739,0.3792,1.4958,0.7281,0.6675,36.1268,41.3507,40.4564,-0.3173168775814717,1.08909198,0.8943000000000012,0.024754475901546804,1.0
8.3696,80.3887,45.8269,5.9958,64.7292,0.079,2.7706,-5.332,31.8552,9.5246,-2.5383074265151158,5.1136068,22.3306,-4.188034508627157,1.0
1.0,5.0,1.9805,0.0004,0.1333,0.8192,0.3424,247.0,251.0,249.2461,-0.19942702469689366,0.10919936000000001,1.7538999999999874,0.007100809716599139,0.0
