predicted_probability,predicted_binary
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.9323232323232323,1.0
0.0,0.0
1.0,1.0
0.9633333333333333,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1,0.0
1.0,1.0
0.8,1.0
0.9833333333333334,1.0
0.9,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9833333333333334,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.13232323232323234,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9833333333333334,1.0
0.08333333333333334,0.0
0.05107323232323233,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9833333333333334,1.0
0.5323232323232323,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.03232323232323232,0.0
0.1,0.0
0.9,1.0
1.0,1.0
0.0,0.0
0.03232323232323232,0.0
0.1,0.0
0.13232323232323234,0.0
0.0,0.0
1.0,1.0
0.7,1.0
1.0,1.0
0.05107323232323233,0.0
0.0,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.85,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.9323232323232323,1.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9833333333333334,1.0
1.0,1.0
0.2,0.0
0.0,0.0
0.9323232323232323,1.0
1.0,1.0
0.13232323232323234,0.0
1.0,1.0
1.0,1.0
0.8,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.05,0.0
0.43232323232323233,0.0
1.0,1.0
0.03232323232323232,0.0
0.1,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.2,0.0
1.0,1.0
0.0,0.0
0.8,1.0
0.0,0.0
0.0,0.0
0.03232323232323232,0.0
0.4,0.0
0.0,0.0
0.9,1.0
0.0,0.0
0.9833333333333334,1.0
0.3,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.13232323232323234,0.0
0.0,0.0
1.0,1.0
0.9833333333333334,1.0
0.0,0.0
1.0,1.0
0.1,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.15732323232323234,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
0.8,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.8,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.03232323232323232,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.08333333333333334,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.03232323232323232,0.0
1.0,1.0
0.95,1.0
0.0,0.0
1.0,1.0
0.9833333333333334,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.4,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
0.7323232323232324,1.0
0.0,0.0
0.01875,0.0
0.7573232323232324,1.0
0.0,0.0
0.43232323232323233,0.0
1.0,1.0
0.0,0.0
0.9323232323232323,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.05,0.0
0.0,0.0
1.0,1.0
0.9,1.0
0.9,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9833333333333334,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
0.23232323232323235,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.1,0.0
0.9,1.0
0.0,0.0
0.8323232323232324,1.0
0.08333333333333334,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.2,0.0
0.7,1.0
0.43232323232323233,0.0
0.9,1.0
1.0,1.0
0.0,0.0
0.16333333333333333,0.0
0.0,0.0
0.05732323232323233,0.0
0.5323232323232323,1.0
0.0,0.0
0.8323232323232324,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
0.1,0.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.9833333333333334,1.0
0.0,0.0
0.0,0.0
0.8,1.0
0.0,0.0
0.9,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.1,0.0
1.0,1.0
0.8323232323232324,1.0
0.9,1.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.9833333333333334,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.4,0.0
0.8,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.9,1.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
0.0,0.0
0.2,0.0
0.0,0.0
1.0,1.0
0.15107323232323233,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.2,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9,1.0
0.9833333333333334,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.9,1.0
0.1,0.0
0.23232323232323235,0.0
0.81875,1.0
0.0,0.0
0.0,0.0
0.9,1.0
1.0,1.0
0.03232323232323232,0.0
0.0,0.0
0.0,0.0
0.3,0.0
0.08232323232323233,0.0
0.9,1.0
1.0,1.0
0.0,0.0
0.0,0.0
0.1,0.0
0.0,0.0
0.6,1.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.13232323232323234,0.0
0.6,1.0
0.1,0.0
0.9633333333333333,1.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.0,0.0
0.9833333333333334,1.0
1.0,1.0
0.0,0.0
1.0,1.0
1.0,1.0
0.8,1.0
0.0,0.0
0.1,0.0
