visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,log_entropy,entropy_x_contrast,IR_range,IR_norm_range,class
5.0,176.0,53.1094,0.0987,1288.9708,0.0249,3.9939,168.0,251.0,223.2227,-3.6928874755114753,32.09537292,27.777299999999997,0.1653410714285714,0.0
6.6498,102.1019,35.2449,9.175,154.5083,0.054,3.1507,-17.4794,34.0016,13.0188,-2.9187712324178627,8.3434482,20.982800000000005,-1.2004302207169586,1.0
7.0,162.0,61.1367,0.0991,1058.4084,0.0233,3.9605,176.0,246.0,218.5977,-3.759301918410482,24.660915720000002,27.402299999999997,0.15569488636363635,0.0
14.0,135.0,56.625,0.0687,528.9,0.0293,3.7215,186.0,241.0,218.0078,-3.5301677629591155,15.49677,22.992199999999997,0.12361397849462363,0.0
59.7504,83.3984,72.4638,0.5833,0.8,0.4218,0.9469,-91.0187,-56.2329,-80.7421,-0.8632240109374628,0.33744,24.509199999999993,-0.2692765332838196,1.0
6.0,189.0,65.3516,0.0848,797.3792,0.0241,3.8927,150.0,236.0,199.9023,-3.725543438485528,19.21683872,36.0977,0.24065133333333336,0.0
16.9689,58.6755,40.9075,3.0208,18.2875,0.1375,2.1754,-60.618,20.7812,-16.1559,-1.984131361875511,2.5145312500000006,36.9371,-0.6093421096044079,1.0
4.0,28.0,5.8438,0.0053,7.1333,0.3057,1.5227,234.0,247.0,245.4063,-1.1851510500853482,2.1806498100000002,1.5937000000000126,0.006810683760683814,0.0
24.2783,92.8576,64.9771,5.2583,53.1917,0.0838,2.6653,-14.981,17.3387,-6.9498,-2.4793222714941,4.45746446,24.2885,-1.6212869634870837,1.0
3.64,48.3563,5.3414,0.5958,6.7708,0.7759,0.5998,26.1705,39.6925,38.3939,-0.2537316330822334,5.253463720000001,1.2986000000000004,0.04962075619495235,1.0
6.2198,86.4082,53.1229,5.4458,68.5292,0.0899,2.7171,-7.9597,33.3599,6.0865,-2.4090573375045627,6.16077508,27.273400000000002,-3.4264356696860436,1.0
1.0,39.0,2.8477,0.0075,28.4625,0.3588,1.4861,233.0,251.0,249.3906,-1.024990148797496,10.212345,1.6093999999999937,0.0069072961373390284,0.0
6.8648,94.5775,39.3842,7.0083,94.2667,0.069,2.9222,-75.1155,35.7034,-24.1417,-2.6736487743848776,6.504402300000001,59.8451,-0.7967077367520685,1.0
1.0,130.0,7.8867,0.0174,174.6208,0.372,1.6972,201.0,251.0,246.7969,-0.9888614247089905,64.9589376,4.203100000000006,0.02091094527363187,0.0
10.0,154.0,48.8984,0.0806,737.7208,0.0264,3.8117,180.0,246.0,226.2266,-3.6343912688298667,19.47582912,19.77340000000001,0.10985222222222227,0.0
10.0,136.0,52.9727,0.0876,803.9916,0.0232,3.9174,161.0,234.0,210.5117,-3.763603000309873,18.652605119999997,23.48830000000001,0.1458900621118013,0.0
8.0,139.0,46.6641,0.0711,572.875,0.0284,3.7283,182.0,245.0,223.1406,-3.5613661338149765,16.269650000000002,21.859399999999994,0.12010659340659337,0.0
11.0,152.0,66.7578,0.1063,1139.9873,0.0205,4.0568,178.0,242.0,212.2383,-3.8873303928377747,23.36973965,29.76169999999999,0.16720056179775275,0.0
6.0,100.0,14.1758,0.0151,63.1792,0.221,2.1706,199.0,244.0,239.6602,-1.5095925774643841,13.9626032,4.339799999999997,0.02180804020100501,0.0
83.8284,98.8771,89.3113,0.8458,1.7292,0.347,1.2168,-102.039,-92.9238,-97.5927,-1.058430499035278,0.6000324,4.668899999999994,-0.04575603445741328,1.0
77.8089,96.0824,88.1801,0.6875,1.0458,0.3891,1.0531,-102.5603,-75.5307,-90.3883,-0.9439188989916292,0.40692078000000004,14.857600000000005,-0.14486697094294776,1.0
5.5749,59.5354,7.7491,0.9208,13.0542,0.6165,0.9246,18.9525,34.0016,32.6897,-0.48369695637773796,8.0479143,1.3119000000000014,0.06922041946972703,1.0
50.2912,68.9946,64.2087,0.325,0.425,0.5768,0.7174,-106.8235,-91.9673,-102.8785,-0.5502596930113978,0.24514,10.911200000000008,-0.1021423188717839,1.0
2.0,205.0,58.7461,0.063,656.2458,0.0663,3.3958,182.0,250.0,225.1016,-2.7135653817903203,43.50909654,24.89840000000001,0.13680439560439567,0.0
3.855,94.1475,8.7098,2.1667,34.85,0.4208,1.5172,21.2357,41.9693,39.6528,-0.865597617558637,14.66488,2.316499999999998,0.1090851726102741,1.0
16.0,195.0,95.4258,0.1085,1181.0459,0.0196,4.0853,157.0,231.0,190.1133,-3.9322257127456655,23.14849964,40.88669999999999,0.26042484076433114,0.0
2.0,3.0,2.5703,0.0007,0.175,0.7112,0.4637,246.0,249.0,247.7109,-0.34080159478244215,0.12446,1.2890999999999906,0.005240243902438986,0.0
4.0,162.0,39.875,0.0592,519.0958,0.0416,3.5424,155.0,239.0,218.332,-3.1796551117149194,21.59438528,20.668000000000006,0.13334193548387102,0.0
5.0,78.0,24.6289,0.0399,186.6375,0.0474,3.2339,218.0,247.0,237.3555,-3.0491330502811063,8.846617499999999,9.644499999999994,0.04424082568807337,0.0
7.7247,80.1737,39.642,7.6167,102.5167,0.0617,2.9914,-85.4825,29.032,-36.8468,-2.785471348070795,6.32528039,65.8788,-0.7706700201795689,1.0
4.0,26.0,6.0469,0.0042,6.125,0.3643,1.3269,219.0,239.0,233.8672,-1.009777574967619,2.2313375,5.132800000000003,0.023437442922374443,0.0
2.0,3.0,2.0313,0.0002,0.0417,0.9201,0.1732,245.0,249.0,246.6016,-0.08327291919382147,0.03836817,2.3984000000000094,0.00978938775510208,0.0
7.0,129.0,35.8242,0.0527,336.8209,0.0359,3.5174,174.0,238.0,221.6133,-3.3270179834879037,12.091870310000001,16.38669999999999,0.09417643678160914,0.0
9.0,178.0,103.9961,0.1142,1293.8959,0.0186,4.1176,151.0,232.0,176.5898,-3.9845936982629815,24.066463739999996,55.4102,0.36695496688741724,0.0
78.8838,114.7858,89.3037,1.8792,7.2292,0.199,1.8055,-111.8321,-83.2494,-100.4679,-1.6144504542576446,1.4386108,17.218500000000006,-0.15396742080315048,1.0
4.0,125.0,18.4297,0.0422,273.6042,0.0544,3.2758,185.0,245.0,235.6484,-2.91139112512024,14.884068479999998,9.35159999999999,0.05054918918918914,0.0
11.1644,95.8674,47.8583,6.2958,74.3458,0.0745,2.7789,-54.091,18.7228,-20.9069,-2.5969561535966235,5.5387621,39.6297,-0.7326486846240594,1.0
19.0,198.0,119.2266,0.0896,797.5833,0.023,3.9163,106.0,223.0,154.4883,-3.7722610630529876,18.3444159,68.51169999999999,0.64633679245283,0.0
94.0,217.0,166.1563,0.0369,148.7292,0.0494,3.1681,187.0,203.0,192.6133,-3.0078048547882603,7.347222479999999,10.38669999999999,0.05554385026737963,0.0
8.5846,132.6293,64.2113,8.2,128.5,0.0568,3.0648,-22.302,33.1456,6.9975,-2.8682189532550315,7.298800000000001,26.148100000000003,-1.1724553851672497,1.0
2.0,2.0,2.0,0.0,0.0,1.0,0.0,249.0,250.0,249.6406,0.0,0.0,0.3593999999999937,0.0014433734939758784,0.0
3.0,170.0,44.2773,0.0409,251.0459,0.0736,3.1696,196.0,246.0,229.4219,-2.6091102532473065,18.476978239999998,16.578100000000006,0.08458214285714288,0.0
78.8838,97.8022,87.1321,1.0583,2.4833,0.2953,1.3783,-103.0842,-89.6102,-97.8152,-1.21976349023226,0.7333184899999999,8.204999999999998,-0.07959512709028152,1.0
5.0,137.0,34.8633,0.0884,1017.95,0.0266,3.8574,195.0,250.0,233.457,-3.6268440631944836,27.077469999999998,16.543000000000006,0.08483589743589746,0.0
3.0,79.0,8.8594,0.0125,46.2458,0.2143,2.061,214.0,247.0,243.4531,-1.5403783765026058,9.91047494,3.5468999999999937,0.01657429906542053,0.0
5.0,140.0,56.4023,0.0447,209.0376,0.0409,3.3445,169.0,245.0,206.5156,-3.196625215933381,8.549637839999999,38.484399999999994,0.22771834319526624,0.0
2.0,119.0,12.082,0.0357,286.2708,0.1026,2.9121,186.0,241.0,234.8555,-2.276917346245468,29.37138408,6.144499999999994,0.03303494623655911,0.0
3.0,81.0,20.8672,0.0389,211.7792,0.0556,3.2034,197.0,247.0,236.0234,-2.8895720777256004,11.77492352,10.97659999999999,0.055718781725888275,0.0
7.0,166.0,72.0156,0.1129,1359.3418,0.0212,4.0516,159.0,237.0,196.4023,-3.8537540973041704,28.818046159999998,40.5977,0.2553314465408805,0.0
7.0,165.0,72.0977,0.0577,370.7875,0.0345,3.5472,177.0,246.0,211.6797,-3.366795954944823,12.792168750000002,34.3203,0.19390000000000002,0.0
6.0048,89.4179,31.151,5.6417,61.325,0.08,2.7422,-76.3651,33.3599,-16.1471,-2.5257286443082556,4.906000000000001,49.507000000000005,-0.6482935267550229,1.0
83.1834,100.812,91.6265,1.05,2.3583,0.2932,1.3558,-105.205,-91.4921,-100.5636,-1.2269003089696406,0.69145356,9.0715,-0.0862268903569222,1.0
20.8386,145.0983,92.1287,13.4542,298.4125,0.0375,3.4588,-13.6085,29.032,-2.3852,-3.283414346005772,11.19046875,31.4172,-2.308645331961642,1.0
7.5097,113.9259,37.0824,6.0875,80.1625,0.0799,2.7567,-65.1483,33.5741,-15.888,-2.526979426209908,6.4049837499999995,49.4621,-0.7592231877117284,1.0
3.0,81.0,10.9219,0.0249,129.3042,0.1062,2.72,203.0,247.0,241.1406,-2.2424311701742985,13.732106040000001,5.859399999999994,0.028864039408866966,0.0
1.0,18.0,2.5508,0.0075,13.7,0.2738,1.7494,243.0,253.0,251.1523,-1.2953573661277886,3.75106,1.8477000000000032,0.007603703703703717,0.0
4.0,182.0,64.0859,0.0945,919.7751,0.0215,3.9708,151.0,238.0,200.8906,-3.83970234384852,19.775164649999997,37.109399999999994,0.2457576158940397,0.0
72.2194,85.1183,77.2504,0.2917,0.375,0.6059,0.6782,-91.9673,-71.842,-84.6384,-0.5010403230311937,0.22721249999999998,12.796400000000006,-0.1391407598135425,1.0
4.0,162.0,28.9297,0.0712,854.8083,0.0426,3.6215,175.0,250.0,236.7813,-3.1559010257068123,36.41483358,13.218700000000013,0.07553542857142864,0.0
3.0,17.0,3.6758,0.0025,2.3042,0.4961,1.0354,243.0,250.0,248.8125,-0.7009777596751339,1.1431136199999998,1.1875,0.004886831275720165,0.0
2.0,2.0,2.0,0.0,0.0,1.0,0.0,246.0,250.0,248.3633,0.0,0.0,1.6366999999999905,0.006653252032520287,0.0
54.1609,138.2189,84.9394,7.4417,99.7333,0.0619,2.9536,-24.038,4.421,-12.173,-2.7822350992915865,6.1734912699999995,16.594,-0.690323654214161,1.0
66.8448,125.7499,91.3998,7.8958,102.9292,0.0569,3.0027,-29.0595,-14.4306,-20.2819,-2.866459937849852,5.856671479999999,5.8513,-0.20135583888229322,1.0
5.0,141.0,18.6367,0.034,213.5583,0.0718,3.031,193.0,245.0,237.6133,-2.6338708029279587,15.333485940000001,7.3866999999999905,0.0382730569948186,0.0
2.0,73.0,10.4336,0.0214,99.5125,0.1078,2.6145,219.0,249.0,243.0195,-2.22747762050724,10.7274475,5.980500000000006,0.02730821917808222,0.0
6.0048,115.4307,31.7137,7.5958,110.5292,0.0651,2.9518,-47.5131,36.7603,2.6461,-2.7318307297676134,7.195450920000001,34.114200000000004,-0.7179956685629858,1.0
85.1183,98.6621,91.7793,0.9542,1.9625,0.3142,1.2938,-102.5603,-86.8425,-97.3329,-1.1577255531606163,0.6166174999999999,10.490399999999994,-0.10228519222350163,1.0
2.0,38.0,3.8828,0.0049,15.3458,0.5286,1.1401,231.0,252.0,248.7148,-0.6375232768119483,8.11178988,3.2852000000000032,0.014221645021645036,0.0
3.64,108.3363,9.9896,3.025,80.4167,0.5326,1.35,13.3639,41.7633,38.5047,-0.6299846056023053,42.82993442,3.2586000000000013,0.2438360059563452,1.0
6.0,188.0,50.5273,0.0887,921.2458,0.0251,3.873,172.0,248.0,225.207,-3.684887432844399,23.123269580000002,22.793000000000006,0.13251744186046516,0.0
2.0,3.0,2.1992,0.0003,0.075,0.8613,0.2664,248.0,252.0,249.8047,-0.14931240318700914,0.06459749999999999,2.195300000000003,0.00885201612903227,0.0
7.0,122.0,29.9023,0.0601,441.9375,0.0378,3.5419,197.0,246.0,232.6328,-3.275446176356595,16.7052375,13.367199999999997,0.06785380710659897,0.0
6.0048,73.2943,23.1354,5.5708,67.1542,0.0859,2.7172,-53.7371,37.6021,1.8252,-2.4545714499919273,5.76854578,35.7769,-0.6657765305533793,1.0
64.05,119.0854,88.8587,5.1333,45.525,0.084,2.628,-22.8787,-9.0217,-16.3216,-2.4769384801388235,3.8241,7.299900000000001,-0.3190697023869364,1.0
8.5846,138.2189,57.9188,10.1167,170.1583,0.0467,3.2234,-44.8302,32.7164,-0.273,-3.0640111143072857,7.946392609999999,32.9894,-0.7358744774727751,1.0
84.6883,100.812,92.8979,1.1583,3.0083,0.2802,1.4519,-110.6983,-92.4445,-100.5983,-1.2722516450792305,0.84292566,8.15379999999999,-0.07365786105116329,1.0
2.0,63.0,9.2188,0.0201,63.975,0.1041,2.6295,210.0,250.0,244.7539,-2.262403303361214,6.6597975,5.246100000000013,0.02498142857142863,0.0
4.07,112.421,29.7931,11.1833,288.9916,0.0667,3.2048,4.421,40.7304,29.7956,-2.707550326060559,19.27573972,10.934800000000003,2.4733770640126673,1.0
7.0,95.0,20.5586,0.029,123.3625,0.0709,2.98,193.0,245.0,236.1406,-2.6464848454440553,8.74640125,8.859399999999994,0.04590362694300515,0.0
4.0,154.0,46.8711,0.0823,814.2875,0.0264,3.8772,193.0,248.0,227.5977,-3.6343912688298667,21.49719,20.402299999999997,0.10571139896373055,0.0
7.0,95.0,27.6641,0.0488,284.2875,0.0396,3.4191,200.0,247.0,234.7773,-3.228926160721702,11.257785000000002,12.222700000000003,0.061113500000000015,0.0
12.0,172.0,84.2109,0.073,547.5917,0.0275,3.7418,159.0,238.0,199.3672,-3.5935692743096115,15.058771749999998,38.6328,0.2429735849056604,0.0
7.0,179.0,50.6641,0.0767,687.8125,0.026,3.8365,160.0,241.0,213.8125,-3.649658740960655,17.883125,27.1875,0.169921875,0.0
77.5939,94.5775,85.2501,1.0417,2.25,0.2936,1.3495,-103.6105,-76.3651,-93.2278,-1.2255369822417765,0.6606000000000001,16.862700000000004,-0.16275087949580402,1.0
12.6693,77.5939,48.9005,5.0375,48.1375,0.0892,2.6381,-80.6227,19.6402,-49.5422,-2.4168742393961735,4.293865,69.1824,-0.8581007582231804,1.0
25.1383,89.8479,60.6246,5.3625,48.5875,0.085,2.6403,-4.2916,19.1819,1.3427,-2.4651040224918206,4.1299375000000005,17.839199999999998,-4.156771367322211,1.0
7.2947,64.265,28.2689,5.9042,55.1875,0.0731,2.7424,-81.4919,29.4689,-23.8625,-2.615926912226404,4.0342062499999995,53.3314,-0.6544380484440785,1.0
7.0,134.0,34.6992,0.0738,694.3834,0.0314,3.7299,184.0,239.0,224.5898,-3.4609473860679296,21.80363876,14.410200000000003,0.0783163043478261,0.0
2.0,19.0,3.668,0.0052,7.0917,0.3241,1.4972,242.0,251.0,249.043,-1.1267031688346354,2.2984199700000003,1.9569999999999936,0.008086776859504105,0.0
10.5195,80.8186,40.6556,5.0042,44.1292,0.0862,2.6077,-88.6804,21.9157,-37.8118,-2.4510851013124895,3.8039370399999997,59.7275,-0.6735141023270079,1.0
67.0598,104.4667,88.5975,3.7833,28.7583,0.1122,2.4146,-18.8835,-4.811,-13.8798,-2.1874722858935414,3.2266812599999994,9.0688,-0.4802499536632509,1.0
27.718,102.7468,71.7919,6.3458,64.5292,0.0703,2.7783,-18.0396,2.5796,-10.6407,-2.6549834801655177,4.5364027600000005,13.220300000000002,-0.7328488436550701,1.0
4.0,83.0,19.0039,0.0264,104.8375,0.0806,2.8792,205.0,246.0,236.6992,-2.5182566294695543,8.4499025,9.30080000000001,0.04536975609756102,0.0
7.0,145.0,40.3945,0.0629,490.3209,0.0326,3.6723,165.0,235.0,214.9297,-3.423442990609475,15.984461339999998,20.070300000000003,0.12163818181818184,0.0
50.5061,81.4636,69.721,1.2833,4.0667,0.2697,1.5238,-95.8417,-28.4606,-75.0175,-1.3104450488364527,1.09678899,46.5569,-0.48576872071342636,1.0
9.0,141.0,48.4844,0.0798,701.4626,0.026,3.855,189.0,246.0,226.5469,-3.649658740960655,18.2380276,19.453100000000006,0.10292645502645506,0.0
9.0,156.0,52.4375,0.0576,396.8709,0.0358,3.5404,172.0,243.0,217.9063,-3.3298073855754824,14.20797822,25.093700000000013,0.14589360465116286,0.0
5.3599,39.3271,8.258,1.3583,10.5833,0.4344,1.3808,19.4112,34.0016,31.7068,-0.8337895103624113,4.59738552,2.294800000000002,0.11822040883613595,1.0
5.0,173.0,48.1641,0.0721,630.2791,0.0291,3.7812,162.0,236.0,212.6133,-3.5370171048046903,18.34112181,23.38669999999999,0.1443623456790123,0.0
4.715,17.3989,8.0337,0.6792,1.8208,0.4659,1.0928,0.8227,33.7879,28.8613,-0.763784260159386,0.84831072,4.9266000000000005,5.9883311048985055,1.0
7.0,172.0,58.2617,0.0742,663.0291,0.0298,3.7484,157.0,238.0,210.1133,-3.513246885470778,19.75826718,27.88669999999999,0.17762229299363053,0.0
5.7899,96.0824,28.8324,7.9125,124.7708,0.066,3.0231,-0.4426,33.7879,21.6929,-2.7181005369557116,8.2348728,12.094999999999999,-27.327157704473564,1.0
6.2198,67.2747,26.9866,4.3625,34.9292,0.1003,2.5079,-4.0324,33.1456,17.4995,-2.2995895840142473,3.50339876,15.6461,-3.8800962206130345,1.0
7.0,113.0,17.457,0.0239,137.1042,0.124,2.6353,186.0,246.0,238.5273,-2.0874737133771,17.0009208,7.472700000000003,0.04017580645161292,0.0
2.0,4.0,2.9375,0.0003,0.075,0.8613,0.2664,247.0,250.0,249.3906,-0.14931240318700914,0.06459749999999999,0.6093999999999937,0.0024672064777327683,0.0
60.3953,113.2809,88.2154,8.0125,100.7458,0.0596,2.9529,-22.0145,-9.0217,-17.0107,-2.820099704910833,6.0044496800000005,7.989000000000001,-0.3628971814031661,1.0
4.0,100.0,9.3594,0.0103,53.8208,0.3166,1.7404,207.0,246.0,243.082,-1.1501161315352253,17.039665279999998,2.9180000000000064,0.014096618357487954,0.0
5.0,137.0,35.2383,0.0776,762.9083,0.0283,3.8147,184.0,242.0,224.8477,-3.564893474332945,21.590304890000002,17.152299999999997,0.09321902173913042,0.0
3.0,153.0,19.3945,0.0287,238.55,0.1743,2.5138,173.0,242.0,232.1445,-1.7469773264561617,41.57926500000001,9.855500000000006,0.05696820809248559,0.0
19.3337,144.8833,75.6087,6.7333,78.4833,0.0647,2.8897,-27.2694,17.8011,-11.4094,-2.7379940774752822,5.077869509999999,29.210500000000003,-1.0711823509134781,1.0
4.0,29.0,6.5938,0.0051,9.9917,0.3926,1.3711,233.0,246.0,243.8633,-0.9349639971397764,3.92274142,2.1366999999999905,0.00917038626609438,0.0
3.0,17.0,4.5508,0.0051,5.6458,0.2982,1.5039,242.0,249.0,246.6406,-1.2099908766514988,1.6835775600000003,2.3593999999999937,0.009749586776859479,0.0
5.3599,76.949,26.8312,7.15,96.5417,0.0692,2.9232,-15.8096,33.7879,16.774,-2.670754416358513,6.68068564,17.0139,-1.0761752353000709,1.0
3.0,94.0,11.5547,0.031,236.9792,0.1423,2.7085,205.0,251.0,245.1797,-1.9498177738863303,33.72214016,5.820300000000003,0.028391707317073186,0.0
7.0,135.0,36.2227,0.0585,425.4126,0.0343,3.5926,179.0,242.0,225.8789,-3.372609924810243,14.591652179999999,16.121100000000013,0.09006201117318442,0.0
7.0,155.0,44.6367,0.0653,549.5833,0.0362,3.6145,161.0,240.0,215.7852,-3.3186961601504117,19.894915460000004,24.214799999999997,0.15040248447204968,0.0
2.0,119.0,16.3945,0.0194,86.2417,0.1371,2.4762,196.0,249.0,240.0625,-1.9870446924138683,11.82373707,8.9375,0.045599489795918366,0.0
19.9787,91.7827,56.3098,7.9958,105.3292,0.0582,3.0231,-17.7593,19.1819,-4.8311,-2.843869924244745,6.13015944,24.012999999999998,-1.352136627006695,1.0
5.1449,31.1577,6.4482,0.4125,2.5708,0.7483,0.6303,13.3639,34.0016,32.5092,-0.28995131189582424,1.9237296400000001,1.4924000000000035,0.11167398738392263,1.0
50.0762,108.9813,83.0709,5.7708,56.3458,0.0741,2.7618,-27.2694,-4.0324,-19.5959,-2.6023397466800957,4.17522378,15.563500000000001,-0.5707312958847647,1.0
3.0,134.0,26.1445,0.0622,540.1666,0.0364,3.6032,174.0,246.0,231.3125,-3.313186504339442,19.662064240000003,14.6875,0.08441091954022989,0.0
17.0,184.0,108.1953,0.0688,522.4084,0.03,3.6742,157.0,230.0,178.6992,-3.506557897319982,15.672252,51.30080000000001,0.32675668789808926,0.0
3.0,34.0,5.5977,0.0099,24.3417,0.2243,1.9724,234.0,252.0,249.0117,-1.4947708374559745,5.45984331,2.9883000000000095,0.01277051282051286,0.0
1.0,2.0,1.0273,0.0001,0.0292,0.9434,0.1318,250.0,253.0,251.625,-0.05826490813197574,0.02754728,1.375,0.0055,0.0
5.0,135.0,34.6055,0.0605,509.9125,0.0406,3.5574,168.0,245.0,224.7344,-3.20398721237445,20.702447499999998,20.265600000000006,0.12062857142857146,0.0
9.0,169.0,62.7578,0.0983,1106.2377,0.0228,3.9603,159.0,237.0,205.793,-3.780994743021742,25.22221956,31.206999999999994,0.19627044025157228,0.0
2.0,194.0,43.7109,0.1003,1282.8085,0.0255,3.939,180.0,248.0,225.5625,-3.6690768268177565,32.71161675,22.4375,0.12465277777777778,0.0
4.0,142.0,34.5664,0.082,869.6458,0.0267,3.8501,178.0,246.0,228.6133,-3.623091713575933,23.21954286,17.38669999999999,0.0976780898876404,0.0
3.0,146.0,23.4688,0.0623,691.8958,0.0503,3.4926,186.0,242.0,230.207,-2.9897502018764435,34.802358739999995,11.793000000000006,0.06340322580645165,0.0
5.0,203.0,44.6094,0.0976,1097.5084,0.0219,4.0278,167.0,240.0,220.2891,-3.8212686421596818,24.03543396,19.71090000000001,0.11802934131736532,0.0
4.0,128.0,22.0547,0.0403,298.7,0.0823,3.1272,172.0,236.0,224.1055,-2.497384171299113,24.583009999999998,11.894499999999994,0.06915406976744182,0.0
53.7309,133.7042,81.0479,8.3625,130.0958,0.0575,3.0665,-26.6771,-4.2916,-12.9342,-2.855970331178832,7.4805085,8.642600000000002,-0.32397074644545326,1.0
6.0,90.0,17.6133,0.0195,74.4125,0.1294,2.5561,214.0,246.0,240.207,-2.044846896915337,9.628977499999998,5.793000000000006,0.027070093457943954,0.0
2.9951,3.855,3.3335,0.0,0.0,1.0,0.0,39.0675,40.5231,39.841,0.0,0.0,0.6820999999999984,0.017459525180776817,1.0
42.3368,66.1998,52.4175,1.0167,2.275,0.3024,1.3408,-81.0565,-51.2846,-63.4535,-1.1960046346767592,0.68796,12.1689,-0.1501286139914751,1.0
4.07,138.6488,41.4072,8.9167,186.35,0.1171,2.9193,-10.8958,40.9373,20.6505,-2.1447270083784655,21.821585,20.2868,-1.8618917381009197,1.0
2.0,144.0,25.9063,0.0781,912.625,0.0351,3.7189,189.0,251.0,238.3047,-3.349554148510317,32.0331375,12.695300000000003,0.06717089947089949,0.0
1.0,13.0,2.1797,0.0044,4.4167,0.3331,1.4236,245.0,252.0,249.6445,-1.0993125337825032,1.4712027699999999,2.3555000000000064,0.00961428571428574,0.0
7.0798,44.0567,21.3601,4.425,36.825,0.0985,2.5316,-67.082,28.3751,-12.9812,-2.3176987308040937,3.6272625000000005,41.3563,-0.6165036820607614,1.0
19.9787,92.6426,62.5645,7.2542,93.8458,0.0628,2.9714,-15.2567,23.044,-3.6174,-2.7678002055079842,5.893516239999999,26.6614,-1.7475207613704142,1.0
1.0,4.0,1.2266,0.0011,0.3458,0.6255,0.6486,250.0,252.0,251.5586,-0.4692039490751713,0.2162979,0.44139999999998736,0.0017655999999999495,0.0
5.7899,60.3953,27.7668,5.7708,56.8708,0.0758,2.7455,-76.7844,33.1456,-19.415,-2.579656986333811,4.310806640000001,52.5606,-0.6845218560020003,1.0
4.0,36.0,8.7266,0.0098,23.9333,0.2362,1.9463,222.0,241.0,237.9102,-1.443076375218875,5.6530454599999995,3.0897999999999968,0.013918018018018003,0.0
3.0,68.0,11.2031,0.0261,120.8208,0.0852,2.8486,212.0,251.0,245.5313,-2.462753845146867,10.29393216,5.4687000000000126,0.02579575471698119,0.0
72.8643,104.4667,92.0044,1.3125,3.8542,0.2602,1.5438,-101.5201,-67.8634,-85.5894,-1.3463047129037322,1.00286284,17.726,-0.1746058169761456,1.0
7.2947,75.0141,39.4623,4.7708,42.1292,0.0893,2.6042,-92.4445,34.4283,-46.0494,-2.4157537910996836,3.7621375599999998,80.4777,-0.8705515201012499,1.0
9.0,155.0,53.3086,0.0705,601.7209,0.0287,3.7518,156.0,237.0,210.8516,-3.5508581562165618,17.26938983,26.14840000000001,0.16761794871794877,0.0
